ID,prefix,fwd_to
3,171.67.225.175/32,4
3,171.67.225.178/32,4
3,171.67.225.180/32,4
3,171.67.225.181/32,4
3,171.67.225.182/32,4
3,171.67.225.183/32,4
3,171.67.225.184/32,4
3,171.67.225.191/32,4
3,171.67.225.192/26,4
3,171.67.225.193/32,4
3,172.20.0.195/32,4
3,172.20.0.196/32,4
3,172.20.10.192/27,4
3,172.20.10.192/32,4
3,172.20.10.193/32,4
3,172.20.10.194/32,4
3,172.20.10.195/32,4
3,172.20.10.199/32,4
3,172.20.10.200/32,4
3,172.20.10.203/32,4
3,172.20.10.220/32,4
3,172.20.10.221/32,4
3,172.20.10.223/32,4
3,172.20.192.0/21,4
3,172.20.198.64/26,4
3,172.20.200.0/21,4
3,172.20.204.0/25,4
3,172.20.204.128/25,4
3,172.24.8.0/24,4
3,172.24.8.1/32,4
3,172.24.12.0/25,4
3,172.24.12.0/32,4
3,172.24.12.21/32,4
3,172.24.12.22/32,4
3,172.24.12.127/32,4
3,172.24.16.0/25,4
3,172.24.16.1/32,4
3,172.24.16.128/25,4
3,172.24.16.129/32,4
3,172.24.17.64/27,4
3,172.24.17.64/32,4
3,172.24.17.91/32,4
3,172.24.17.92/32,4
3,172.24.17.95/32,4
3,172.24.17.240/28,4
3,172.24.17.240/32,4
3,172.24.17.253/32,4
3,172.24.17.254/32,4
3,172.24.17.255/32,4
3,172.24.18.0/24,4
3,172.24.18.1/32,4
3,172.24.22.0/24,4
3,172.24.22.1/32,4
3,172.24.24.0/24,4
3,172.24.24.1/32,4
3,172.24.25.0/24,4
3,172.24.25.1/32,4
3,172.24.26.0/24,4
3,172.24.26.1/32,4
3,172.24.27.0/24,4
3,172.24.27.1/32,4
3,172.24.248.0/24,4
3,172.24.248.1/32,4
3,172.24.250.0/25,4
3,172.24.250.1/32,4
3,172.24.250.224/27,4
3,172.24.250.225/32,4
3,172.24.251.0/24,4
3,172.24.251.0/32,4
3,172.24.251.2/32,4
3,172.24.251.3/32,4
3,172.24.251.6/32,4
3,172.24.251.46/32,4
3,172.24.251.64/32,4
3,172.24.251.66/32,4
3,172.24.251.67/32,4
3,172.24.251.72/32,4
3,172.24.251.74/32,4
3,172.24.251.75/32,4
3,172.24.251.79/32,4
3,172.24.251.80/32,4
3,172.24.251.81/32,4
3,172.24.251.82/32,4
3,172.24.251.83/32,4
3,172.24.251.84/32,4
3,172.24.251.86/32,4
3,172.24.251.88/32,4
3,172.24.251.89/32,4
3,172.24.251.90/32,4
3,172.24.251.91/32,4
3,172.24.251.100/32,4
3,172.24.251.101/32,4
3,172.24.251.252/32,4
3,172.24.251.255/32,4
3,172.24.254.0/24,4
3,172.24.254.1/32,4
3,172.26.4.216/29,4
3,172.26.4.216/32,4
3,172.26.4.218/32,4
3,172.26.4.219/32,4
3,172.26.4.220/32,4
3,172.26.4.223/32,4
3,172.26.7.0/24,4
3,172.26.7.1/32,4
3,172.26.66.64/28,4
3,172.26.66.64/32,4
3,172.26.66.74/32,4
3,172.26.66.75/32,4
3,172.26.66.79/32,4
3,172.26.66.128/26,4
3,172.26.66.129/32,4
3,172.26.67.128/26,4
3,172.26.67.129/32,4
3,172.26.67.192/26,4
3,172.26.67.192/32,4
3,172.26.67.194/32,4
3,172.26.67.195/32,4
3,172.26.67.212/32,4
3,172.26.67.252/32,4
3,172.26.67.253/32,4
3,172.26.67.255/32,4
3,172.26.68.0/23,4
3,172.26.68.1/32,4
3,172.26.240.0/24,4
3,172.26.240.1/32,4
3,172.26.242.0/23,4
3,172.26.242.1/32,4
3,172.26.246.0/24,4
3,172.26.246.1/32,4
3,172.26.247.0/24,4
3,172.26.247.1/32,4
3,172.26.248.0/24,4
3,172.26.248.1/32,4
3,172.26.249.0/24,4
3,172.26.249.1/32,4
3,172.26.254.192/26,4
3,172.26.254.192/32,4
3,172.26.254.194/32,4
3,172.26.254.198/32,4
3,172.26.254.199/32,4
3,172.26.254.204/32,4
3,172.26.254.205/32,4
3,172.26.254.210/32,4
3,172.26.254.213/32,4
3,172.26.254.220/32,4
3,172.26.254.225/32,4
3,172.26.254.226/32,4
3,172.26.254.236/32,4
3,172.26.254.239/32,4
3,172.26.254.240/32,4
3,172.26.254.242/32,4
3,172.26.254.243/32,4
3,172.26.254.247/32,4
3,172.26.254.248/32,4
3,172.26.254.249/32,4
3,172.26.254.251/32,4
3,172.26.254.252/32,4
3,172.26.254.255/32,4
3,172.27.3.0/24,4
3,172.27.4.64/28,4
3,172.27.4.80/28,4
3,172.27.5.64/28,4
3,172.27.5.80/28,4
3,172.27.5.96/28,4
3,172.27.5.112/28,4
3,172.27.8.0/23,4
3,172.27.10.0/28,4
3,172.27.10.32/29,4
3,172.27.10.48/28,4
3,172.27.10.96/27,4
3,172.27.11.96/28,4
3,172.27.14.0/23,4
3,172.27.32.136/29,4
3,172.27.34.0/23,4
3,172.27.36.0/22,4
3,172.27.40.0/22,4
3,172.27.40.160/28,4
3,172.27.43.64/28,4
3,172.27.43.80/28,4
3,172.27.128.0/24,4
3,172.27.128.1/32,4
3,172.27.132.0/24,4
3,172.27.132.1/32,4
3,172.27.136.0/24,4
3,172.27.136.1/32,4
3,172.27.138.0/24,4
3,172.27.138.1/32,4
3,172.27.139.0/24,4
3,172.27.139.1/32,4
3,172.27.140.0/24,4
3,172.27.140.1/32,4
3,172.27.142.0/24,4
3,172.27.142.1/32,4
3,172.27.143.128/25,4
3,172.27.143.129/32,4
3,172.27.193.0/24,4
3,172.27.193.1/32,4
3,172.27.194.0/26,4
3,172.27.194.1/32,4
3,172.27.194.64/26,4
3,172.27.194.64/32,4
3,172.27.194.66/32,4
3,172.27.194.67/32,4
3,172.27.194.70/32,4
3,172.27.194.71/32,4
3,172.27.194.127/32,4
3,172.27.195.128/26,4
3,172.27.195.129/32,4
3,172.27.195.224/27,4
3,172.27.195.225/32,4
3,172.27.224.32/27,4
3,172.27.224.33/32,4
3,172.27.224.128/25,4
3,172.27.224.129/32,4
3,172.27.225.0/26,4
3,172.27.225.1/32,4
3,172.27.225.64/26,4
3,172.27.225.65/32,4
3,172.27.225.128/26,4
3,172.27.225.128/32,4
3,172.27.225.130/32,4
3,172.27.225.131/32,4
3,172.27.225.135/32,4
3,172.27.225.154/32,4
3,172.27.225.191/32,4
3,172.27.225.192/26,4
3,172.27.225.193/32,4
3,192.168.82.0/25,4
3,192.168.82.1/32,4
3,192.168.209.0/30,4
3,192.168.209.52/30,4
3,192.168.209.220/30,4
5,10.30.0.0/20,6
5,10.30.0.0/32,6
5,10.30.0.2/32,6
5,10.30.0.3/32,6
5,10.30.0.31/32,6
5,10.30.0.33/32,6
5,10.30.0.35/32,6
5,10.30.0.36/32,6
5,10.30.0.43/32,6
5,10.30.0.48/32,6
5,10.30.0.49/32,6
5,10.30.0.51/32,6
5,10.30.0.55/32,6
5,10.30.0.56/32,6
5,10.30.0.57/32,6
5,10.30.0.65/32,6
5,10.30.0.68/32,6
5,10.30.0.69/32,6
5,10.30.0.73/32,6
5,10.30.0.74/32,6
5,10.30.0.75/32,6
5,10.30.0.80/32,6
5,10.30.0.86/32,6
5,10.30.0.88/32,6
5,10.30.0.92/32,6
5,10.30.0.93/32,6
5,10.30.0.95/32,6
5,10.30.0.106/32,6
5,10.30.0.120/32,6
5,10.30.0.147/32,6
5,10.30.0.150/32,6
5,10.30.0.152/32,6
5,10.30.0.153/32,6
5,10.30.0.158/32,6
5,10.30.0.169/32,6
5,10.30.0.173/32,6
5,10.30.0.180/32,6
5,10.30.0.227/32,6
5,10.30.2.42/32,6
5,10.30.2.47/32,6
5,10.30.2.54/32,6
5,10.30.2.59/32,6
5,10.30.2.62/32,6
5,10.30.2.63/32,6
5,10.30.2.64/32,6
5,10.30.2.66/32,6
5,10.30.2.69/32,6
5,10.30.2.73/32,6
5,10.30.2.75/32,6
5,10.30.2.76/32,6
5,10.30.2.95/32,6
5,10.30.2.97/32,6
5,10.30.2.100/32,6
5,10.30.2.116/32,6
5,10.30.2.124/32,6
5,10.30.2.131/32,6
5,10.30.2.132/32,6
5,10.30.2.136/32,6
5,10.30.2.144/32,6
5,10.30.2.154/32,6
5,10.30.2.177/32,6
5,10.30.2.179/32,6
5,10.30.2.187/32,6
5,10.30.2.188/32,6
5,10.30.2.199/32,6
5,10.30.2.201/32,6
5,10.30.2.207/32,6
5,10.30.2.211/32,6
5,10.30.2.215/32,6
5,10.30.2.218/32,6
5,10.30.2.225/32,6
5,10.30.2.227/32,6
5,10.30.2.233/32,6
5,10.30.2.237/32,6
5,10.30.2.245/32,6
5,10.30.2.247/32,6
5,10.30.2.252/32,6
5,10.30.3.2/32,6
5,10.30.3.3/32,6
5,10.30.3.5/32,6
5,10.30.3.8/32,6
5,10.30.3.10/32,6
5,10.30.4.32/32,6
5,10.30.4.40/32,6
5,10.30.4.41/32,6
5,10.30.4.46/32,6
5,10.30.4.56/32,6
5,10.30.4.72/32,6
5,10.30.4.73/32,6
5,10.30.4.75/32,6
5,10.30.4.77/32,6
5,10.30.4.101/32,6
5,10.30.4.102/32,6
5,10.30.4.109/32,6
5,10.30.4.112/32,6
5,10.30.4.126/32,6
5,10.30.4.138/32,6
5,10.30.4.139/32,6
5,10.30.4.146/32,6
5,10.30.4.147/32,6
5,10.30.4.151/32,6
5,10.30.4.156/32,6
5,10.30.4.167/32,6
5,10.30.4.180/32,6
5,10.30.4.184/32,6
5,10.30.4.187/32,6
5,10.30.4.193/32,6
5,10.30.4.200/32,6
5,10.30.4.201/32,6
5,10.30.4.209/32,6
5,10.30.4.210/32,6
5,10.30.4.211/32,6
5,10.30.4.219/32,6
5,10.30.4.223/32,6
5,10.30.4.224/32,6
5,10.30.4.226/32,6
5,10.30.4.227/32,6
5,10.30.4.228/32,6
5,10.30.4.231/32,6
5,10.30.6.38/32,6
5,10.30.6.40/32,6
5,10.30.6.41/32,6
5,10.30.6.53/32,6
5,10.30.6.57/32,6
5,10.30.6.73/32,6
5,10.30.6.75/32,6
5,10.30.6.85/32,6
5,10.30.6.101/32,6
5,10.30.6.102/32,6
5,10.30.6.104/32,6
5,10.30.6.105/32,6
5,10.30.6.106/32,6
5,10.30.6.108/32,6
5,10.30.6.111/32,6
5,10.30.6.114/32,6
5,10.30.6.115/32,6
5,10.30.6.116/32,6
5,10.30.6.123/32,6
5,10.30.6.126/32,6
5,10.30.6.129/32,6
5,10.30.6.131/32,6
5,10.30.6.134/32,6
5,10.30.6.141/32,6
5,10.30.6.142/32,6
5,10.30.6.148/32,6
5,10.30.6.153/32,6
5,10.30.6.157/32,6
5,10.30.6.163/32,6
5,10.30.6.164/32,6
5,10.30.6.172/32,6
5,10.30.6.174/32,6
5,10.30.6.181/32,6
5,10.30.6.186/32,6
5,10.30.6.192/32,6
5,10.30.6.196/32,6
5,10.30.6.197/32,6
5,10.30.6.202/32,6
5,10.30.6.204/32,6
5,10.30.6.214/32,6
5,10.30.6.218/32,6
5,10.30.6.221/32,6
5,10.30.6.224/32,6
5,10.30.6.233/32,6
5,10.30.6.234/32,6
5,10.30.6.244/32,6
5,10.30.6.245/32,6
5,10.30.6.249/32,6
5,10.30.6.251/32,6
5,10.30.7.2/32,6
5,10.30.7.3/32,6
5,10.30.7.10/32,6
5,10.30.7.21/32,6
5,10.30.8.33/32,6
5,10.30.8.41/32,6
5,10.30.8.42/32,6
5,10.30.8.49/32,6
5,10.30.8.51/32,6
5,10.30.8.52/32,6
5,10.30.8.55/32,6
5,10.30.8.66/32,6
5,10.30.8.78/32,6
5,10.30.8.79/32,6
5,10.30.8.80/32,6
5,10.30.8.99/32,6
5,10.30.8.100/32,6
5,10.30.8.101/32,6
5,10.30.8.105/32,6
5,10.30.8.107/32,6
5,10.30.8.108/32,6
5,10.30.8.116/32,6
5,10.30.8.117/32,6
5,10.30.8.119/32,6
5,10.30.8.120/32,6
5,10.30.8.125/32,6
5,10.30.8.133/32,6
5,10.30.8.136/32,6
5,10.30.8.137/32,6
5,10.30.8.150/32,6
5,10.30.8.157/32,6
5,10.30.8.168/32,6
5,10.30.8.169/32,6
5,10.30.8.173/32,6
5,10.30.8.180/32,6
5,10.30.8.183/32,6
5,10.30.8.187/32,6
5,10.30.8.190/32,6
5,10.30.8.192/32,6
5,10.30.8.198/32,6
5,10.30.8.199/32,6
5,10.30.8.208/32,6
5,10.30.8.209/32,6
5,10.30.8.210/32,6
5,10.30.8.211/32,6
5,10.30.8.228/32,6
5,10.30.8.237/32,6
5,10.30.8.240/32,6
5,10.30.8.242/32,6
5,10.30.8.247/32,6
5,10.30.9.4/32,6
5,10.30.9.7/32,6
5,10.30.9.16/32,6
5,10.30.9.20/32,6
5,10.30.9.24/32,6
5,10.30.9.28/32,6
5,10.30.9.36/32,6
5,10.30.9.38/32,6
5,10.30.9.41/32,6
5,10.30.9.46/32,6
5,10.30.9.47/32,6
5,10.30.9.49/32,6
5,10.30.10.33/32,6
5,10.30.10.35/32,6
5,10.30.10.40/32,6
5,10.30.10.44/32,6
5,10.30.10.51/32,6
5,10.30.10.56/32,6
5,10.30.10.59/32,6
5,10.30.10.62/32,6
5,10.30.10.66/32,6
5,10.30.10.70/32,6
5,10.30.10.73/32,6
5,10.30.10.85/32,6
5,10.30.10.88/32,6
5,10.30.10.100/32,6
5,10.30.10.101/32,6
5,10.30.10.106/32,6
5,10.30.10.108/32,6
5,10.30.10.109/32,6
5,10.30.10.110/32,6
5,10.30.10.119/32,6
5,10.30.10.128/32,6
5,10.30.10.129/32,6
5,10.30.10.131/32,6
5,10.30.10.138/32,6
5,10.30.10.139/32,6
5,10.30.10.140/32,6
5,10.30.10.150/32,6
5,10.30.10.151/32,6
5,10.30.10.154/32,6
5,10.30.10.159/32,6
5,10.30.10.160/32,6
5,10.30.10.181/32,6
5,10.30.11.31/32,6
5,10.30.11.36/32,6
5,10.30.11.42/32,6
5,10.30.11.47/32,6
5,10.30.11.57/32,6
5,10.30.11.61/32,6
5,10.30.11.62/32,6
5,10.30.11.65/32,6
5,10.30.11.69/32,6
5,10.30.11.71/32,6
5,10.30.11.72/32,6
5,10.30.11.76/32,6
5,10.30.11.81/32,6
5,10.30.11.91/32,6
5,10.30.11.92/32,6
5,10.30.11.102/32,6
5,10.30.11.103/32,6
5,10.30.11.104/32,6
5,10.30.11.114/32,6
5,10.30.11.118/32,6
5,10.30.11.120/32,6
5,10.30.11.121/32,6
5,10.30.11.123/32,6
5,10.30.11.124/32,6
5,10.30.11.127/32,6
5,10.30.11.134/32,6
5,10.30.11.136/32,6
5,10.30.11.147/32,6
5,10.30.11.149/32,6
5,10.30.11.152/32,6
5,10.30.11.159/32,6
5,10.30.11.167/32,6
5,10.30.11.173/32,6
5,10.30.11.174/32,6
5,10.30.11.177/32,6
5,10.30.11.179/32,6
5,10.30.11.181/32,6
5,10.30.11.197/32,6
5,10.30.11.200/32,6
5,10.30.11.207/32,6
5,10.30.12.33/32,6
5,10.30.12.34/32,6
5,10.30.12.39/32,6
5,10.30.12.46/32,6
5,10.30.12.49/32,6
5,10.30.12.59/32,6
5,10.30.12.62/32,6
5,10.30.12.64/32,6
5,10.30.12.69/32,6
5,10.30.12.73/32,6
5,10.30.12.76/32,6
5,10.30.12.77/32,6
5,10.30.12.85/32,6
5,10.30.12.91/32,6
5,10.30.12.96/32,6
5,10.30.12.98/32,6
5,10.30.12.104/32,6
5,10.30.12.112/32,6
5,10.30.12.114/32,6
5,10.30.12.115/32,6
5,10.30.12.116/32,6
5,10.30.12.117/32,6
5,10.30.12.121/32,6
5,10.30.12.131/32,6
5,10.30.12.147/32,6
5,10.30.12.159/32,6
5,10.30.12.166/32,6
5,10.30.12.167/32,6
5,10.30.12.172/32,6
5,10.30.12.176/32,6
5,10.30.12.180/32,6
5,10.30.12.181/32,6
5,10.30.12.183/32,6
5,10.30.12.185/32,6
5,10.30.12.186/32,6
5,10.30.12.187/32,6
5,10.30.12.190/32,6
5,10.30.12.193/32,6
5,10.30.12.197/32,6
5,10.30.12.200/32,6
5,10.30.12.203/32,6
5,10.30.12.215/32,6
5,10.30.12.217/32,6
5,10.30.12.222/32,6
5,10.30.12.223/32,6
5,10.30.12.226/32,6
5,10.30.13.32/32,6
5,10.30.13.39/32,6
5,10.30.13.41/32,6
5,10.30.13.42/32,6
5,10.30.13.55/32,6
5,10.30.13.56/32,6
5,10.30.13.58/32,6
5,10.30.13.79/32,6
5,10.30.13.82/32,6
5,10.30.13.86/32,6
5,10.30.13.95/32,6
5,10.30.13.102/32,6
5,10.30.13.104/32,6
5,10.30.13.120/32,6
5,10.30.13.135/32,6
5,10.30.13.138/32,6
5,10.30.13.141/32,6
5,10.30.13.143/32,6
5,10.30.13.145/32,6
5,10.30.13.155/32,6
5,10.30.13.163/32,6
5,10.30.13.164/32,6
5,10.30.13.176/32,6
5,10.30.13.177/32,6
5,10.30.13.178/32,6
5,10.30.13.187/32,6
5,10.30.13.203/32,6
5,10.30.13.226/32,6
5,10.30.13.230/32,6
5,10.30.13.231/32,6
5,10.30.13.233/32,6
5,10.30.13.237/32,6
5,10.30.13.238/32,6
5,10.30.13.245/32,6
5,10.30.13.247/32,6
5,10.30.14.2/32,6
5,10.30.14.3/32,6
5,10.30.14.4/32,6
5,10.30.14.7/32,6
5,10.30.14.9/32,6
5,10.30.14.11/32,6
5,10.30.15.254/32,6
5,10.30.15.255/32,6
5,10.30.16.0/20,6
5,10.30.16.0/32,6
5,10.30.16.2/32,6
5,10.30.16.3/32,6
5,10.30.16.10/32,6
5,10.30.16.11/32,6
5,10.30.16.12/32,6
5,10.30.16.14/32,6
5,10.30.16.16/32,6
5,10.30.16.17/32,6
5,10.30.16.18/32,6
5,10.30.16.19/32,6
5,10.30.16.22/32,6
5,10.30.16.23/32,6
5,10.30.16.25/32,6
5,10.30.16.26/32,6
5,10.30.16.27/32,6
5,10.30.16.28/32,6
5,10.30.16.29/32,6
5,10.30.16.30/32,6
5,10.30.16.31/32,6
5,10.30.16.33/32,6
5,10.30.16.34/32,6
5,10.30.16.35/32,6
5,10.30.16.37/32,6
5,10.30.16.38/32,6
5,10.30.16.39/32,6
5,10.30.16.40/32,6
5,10.30.16.41/32,6
5,10.30.16.43/32,6
5,10.30.16.46/32,6
5,10.30.16.47/32,6
5,10.30.16.48/32,6
5,10.30.16.49/32,6
5,10.30.16.50/32,6
5,10.30.16.51/32,6
5,10.30.16.53/32,6
5,10.30.16.55/32,6
5,10.30.16.56/32,6
5,10.30.16.57/32,6
5,10.30.16.58/32,6
5,10.30.16.59/32,6
5,10.30.16.60/32,6
5,10.30.16.61/32,6
5,10.30.16.62/32,6
5,10.30.16.63/32,6
5,10.30.16.64/32,6
5,10.30.16.65/32,6
5,10.30.16.67/32,6
5,10.30.16.70/32,6
5,10.30.16.72/32,6
5,10.30.16.73/32,6
5,10.30.16.76/32,6
5,10.30.16.78/32,6
5,10.30.16.79/32,6
5,10.30.16.80/32,6
5,10.30.16.81/32,6
5,10.30.16.82/32,6
5,10.30.16.83/32,6
5,10.30.16.84/32,6
5,10.30.16.85/32,6
5,10.30.16.86/32,6
5,10.30.16.87/32,6
5,10.30.16.90/32,6
5,10.30.16.94/32,6
5,10.30.16.95/32,6
5,10.30.16.97/32,6
5,10.30.16.100/32,6
5,10.30.16.101/32,6
5,10.30.16.102/32,6
5,10.30.16.103/32,6
5,10.30.16.104/32,6
5,10.30.16.105/32,6
5,10.30.16.108/32,6
5,10.30.16.109/32,6
5,10.30.16.110/32,6
5,10.30.16.111/32,6
5,10.30.16.112/32,6
5,10.30.16.113/32,6
5,10.30.16.114/32,6
5,10.30.16.116/32,6
5,10.30.16.117/32,6
5,10.30.16.118/32,6
5,10.30.16.119/32,6
5,10.30.16.120/32,6
5,10.30.16.122/32,6
5,10.30.16.123/32,6
5,10.30.16.125/32,6
5,10.30.16.126/32,6
5,10.30.16.127/32,6
5,10.30.16.128/32,6
5,10.30.16.131/32,6
5,10.30.16.132/32,6
5,10.30.16.133/32,6
5,10.30.16.134/32,6
5,10.30.16.135/32,6
5,10.30.16.136/32,6
5,10.30.16.137/32,6
5,10.30.16.141/32,6
5,10.30.16.142/32,6
5,10.30.16.144/32,6
5,10.30.16.145/32,6
5,10.30.16.148/32,6
5,10.30.16.149/32,6
5,10.30.16.151/32,6
5,10.30.16.153/32,6
5,10.30.16.154/32,6
5,10.30.16.155/32,6
5,10.30.16.156/32,6
5,10.30.16.158/32,6
5,10.30.16.159/32,6
5,10.30.16.160/32,6
5,10.30.16.161/32,6
5,10.30.16.164/32,6
5,10.30.16.165/32,6
5,10.30.16.166/32,6
5,10.30.16.167/32,6
5,10.30.16.168/32,6
5,10.30.16.169/32,6
5,10.30.16.170/32,6
5,10.30.16.171/32,6
5,10.30.16.172/32,6
5,10.30.16.175/32,6
5,10.30.16.176/32,6
5,10.30.16.178/32,6
5,10.30.16.179/32,6
5,10.30.16.180/32,6
5,10.30.16.183/32,6
5,10.30.16.184/32,6
5,10.30.16.185/32,6
5,10.30.16.186/32,6
5,10.30.16.189/32,6
5,10.30.16.191/32,6
5,10.30.16.192/32,6
5,10.30.16.193/32,6
5,10.30.16.196/32,6
5,10.30.16.202/32,6
5,10.30.16.203/32,6
5,10.30.16.205/32,6
5,10.30.16.206/32,6
5,10.30.16.207/32,6
5,10.30.16.208/32,6
5,10.30.16.209/32,6
5,10.30.16.210/32,6
5,10.30.16.211/32,6
5,10.30.16.212/32,6
5,10.30.16.215/32,6
5,10.30.16.216/32,6
5,10.30.16.217/32,6
5,10.30.16.218/32,6
5,10.30.16.219/32,6
5,10.30.16.221/32,6
5,10.30.16.225/32,6
5,10.30.16.226/32,6
5,10.30.16.227/32,6
5,10.30.16.229/32,6
5,10.30.16.230/32,6
5,10.30.16.231/32,6
5,10.30.16.232/32,6
5,10.30.16.234/32,6
5,10.30.16.235/32,6
5,10.30.16.237/32,6
5,10.30.16.239/32,6
5,10.30.16.241/32,6
5,10.30.16.242/32,6
5,10.30.16.243/32,6
5,10.30.16.244/32,6
5,10.30.16.248/32,6
5,10.30.16.249/32,6
5,10.30.17.10/32,6
5,10.30.17.11/32,6
5,10.30.17.12/32,6
5,10.30.17.13/32,6
5,10.30.17.17/32,6
5,10.30.17.18/32,6
5,10.30.17.19/32,6
5,10.30.17.20/32,6
5,10.30.17.22/32,6
5,10.30.17.23/32,6
5,10.30.17.27/32,6
5,10.30.17.29/32,6
5,10.30.17.32/32,6
5,10.30.17.33/32,6
5,10.30.17.37/32,6
5,10.30.17.40/32,6
5,10.30.17.41/32,6
5,10.30.17.43/32,6
5,10.30.17.44/32,6
5,10.30.17.46/32,6
5,10.30.17.47/32,6
5,10.30.17.48/32,6
5,10.30.17.49/32,6
5,10.30.17.51/32,6
5,10.30.17.52/32,6
5,10.30.17.53/32,6
5,10.30.17.54/32,6
5,10.30.17.55/32,6
5,10.30.17.56/32,6
5,10.30.17.58/32,6
5,10.30.17.59/32,6
5,10.30.17.60/32,6
5,10.30.17.62/32,6
5,10.30.17.63/32,6
5,10.30.17.64/32,6
5,10.30.17.68/32,6
5,10.30.17.69/32,6
5,10.30.17.71/32,6
5,10.30.17.73/32,6
5,10.30.17.78/32,6
5,10.30.17.79/32,6
5,10.30.17.80/32,6
5,10.30.17.81/32,6
5,10.30.17.82/32,6
5,10.30.17.83/32,6
5,10.30.17.86/32,6
5,10.30.17.87/32,6
5,10.30.17.88/32,6
5,10.30.17.90/32,6
5,10.30.17.91/32,6
5,10.30.17.92/32,6
5,10.30.17.93/32,6
5,10.30.17.97/32,6
5,10.30.17.98/32,6
5,10.30.17.99/32,6
5,10.30.17.100/32,6
5,10.30.17.101/32,6
5,10.30.17.102/32,6
5,10.30.17.106/32,6
5,10.30.17.108/32,6
5,10.30.17.111/32,6
5,10.30.17.112/32,6
5,10.30.17.114/32,6
5,10.30.17.115/32,6
5,10.30.17.119/32,6
5,10.30.17.120/32,6
5,10.30.17.121/32,6
5,10.30.17.123/32,6
5,10.30.17.124/32,6
5,10.30.17.127/32,6
5,10.30.17.128/32,6
5,10.30.17.129/32,6
5,10.30.17.131/32,6
5,10.30.17.134/32,6
5,10.30.17.136/32,6
5,10.30.17.138/32,6
5,10.30.17.139/32,6
5,10.30.17.140/32,6
5,10.30.17.141/32,6
5,10.30.17.142/32,6
5,10.30.17.144/32,6
5,10.30.17.145/32,6
5,10.30.17.146/32,6
5,10.30.17.147/32,6
5,10.30.17.148/32,6
5,10.30.17.149/32,6
5,10.30.17.150/32,6
5,10.30.17.151/32,6
5,10.30.17.152/32,6
5,10.30.17.153/32,6
5,10.30.17.155/32,6
5,10.30.17.156/32,6
5,10.30.17.157/32,6
5,10.30.17.159/32,6
5,10.30.17.160/32,6
5,10.30.17.162/32,6
5,10.30.17.163/32,6
5,10.30.17.167/32,6
5,10.30.17.169/32,6
5,10.30.31.255/32,6
5,10.30.32.0/20,6
5,10.30.32.0/32,6
5,10.30.32.2/32,6
5,10.30.32.3/32,6
5,10.30.32.30/32,6
5,10.30.32.33/32,6
5,10.30.32.35/32,6
5,10.30.32.36/32,6
5,10.30.32.37/32,6
5,10.30.32.40/32,6
5,10.30.32.41/32,6
5,10.30.32.42/32,6
5,10.30.32.43/32,6
5,10.30.32.46/32,6
5,10.30.32.47/32,6
5,10.30.32.50/32,6
5,10.30.32.52/32,6
5,10.30.32.55/32,6
5,10.30.32.57/32,6
5,10.30.32.58/32,6
5,10.30.32.61/32,6
5,10.30.32.62/32,6
5,10.30.32.68/32,6
5,10.30.32.72/32,6
5,10.30.32.73/32,6
5,10.30.32.75/32,6
5,10.30.32.77/32,6
5,10.30.32.79/32,6
5,10.30.32.80/32,6
5,10.30.32.90/32,6
5,10.30.32.91/32,6
5,10.30.32.92/32,6
5,10.30.32.93/32,6
5,10.30.32.94/32,6
5,10.30.32.95/32,6
5,10.30.32.97/32,6
5,10.30.32.98/32,6
5,10.30.32.99/32,6
5,10.30.32.101/32,6
5,10.30.32.104/32,6
5,10.30.32.105/32,6
5,10.30.32.107/32,6
5,10.30.32.108/32,6
5,10.30.32.112/32,6
5,10.30.32.113/32,6
5,10.30.32.114/32,6
5,10.30.32.117/32,6
5,10.30.32.118/32,6
5,10.30.32.120/32,6
5,10.30.32.123/32,6
5,10.30.32.125/32,6
5,10.30.32.126/32,6
5,10.30.32.127/32,6
5,10.30.32.130/32,6
5,10.30.32.135/32,6
5,10.30.32.140/32,6
5,10.30.32.147/32,6
5,10.30.32.156/32,6
5,10.30.32.158/32,6
5,10.30.32.160/32,6
5,10.30.32.165/32,6
5,10.30.32.166/32,6
5,10.30.32.168/32,6
5,10.30.32.173/32,6
5,10.30.32.174/32,6
5,10.30.32.175/32,6
5,10.30.32.178/32,6
5,10.30.32.182/32,6
5,10.30.32.185/32,6
5,10.30.32.186/32,6
5,10.30.32.192/32,6
5,10.30.32.193/32,6
5,10.30.32.195/32,6
5,10.30.32.196/32,6
5,10.30.32.197/32,6
5,10.30.32.198/32,6
5,10.30.32.205/32,6
5,10.30.32.207/32,6
5,10.30.32.210/32,6
5,10.30.32.212/32,6
5,10.30.32.213/32,6
5,10.30.32.216/32,6
5,10.30.32.217/32,6
5,10.30.32.218/32,6
5,10.30.32.222/32,6
5,10.30.32.225/32,6
5,10.30.32.226/32,6
5,10.30.32.228/32,6
5,10.30.32.229/32,6
5,10.30.32.230/32,6
5,10.30.32.234/32,6
5,10.30.32.236/32,6
5,10.30.32.237/32,6
5,10.30.32.240/32,6
5,10.30.32.244/32,6
5,10.30.32.245/32,6
5,10.30.32.249/32,6
5,10.30.32.254/32,6
5,10.30.33.9/32,6
5,10.30.33.11/32,6
5,10.30.33.13/32,6
5,10.30.33.14/32,6
5,10.30.33.16/32,6
5,10.30.33.18/32,6
5,10.30.33.21/32,6
5,10.30.33.23/32,6
5,10.30.33.24/32,6
