ID,prefix,fwd_to
1,171.64.255.188/32,11|12|13|15|14|10
1,171.64.255.189/32,11|12|13|15|14|10
1,171.64.255.191/32,11|12|13|15|14|10
1,171.66.1.32/28,2
1,171.66.1.192/27,12
1,171.66.4.32/27,14
1,171.66.4.64/27,11
1,171.66.4.128/29,15
1,171.66.4.160/29,10
1,171.66.4.192/27,12
1,171.66.4.224/27,13
1,171.66.5.0/27,13
1,171.66.7.0/24,12
1,171.66.66.64/28,12
1,171.66.66.80/28,11
1,171.66.66.96/28,11
1,171.66.66.128/26,12
1,171.66.67.128/26,12
1,171.66.67.192/26,12
1,171.66.68.0/22,12
1,171.66.78.0/24,10
1,171.66.79.192/26,10
1,171.66.112.0/22,10
1,171.66.116.0/24,10
1,171.66.118.0/25,10
1,171.66.118.216/29,10
1,171.66.118.224/27,10
1,171.66.120.0/21,12
1,171.66.136.0/22,13
1,171.66.144.0/21,10
1,171.66.224.0/22,10
1,171.66.228.0/22,10
1,171.66.232.0/23,10
1,171.66.236.0/24,10
1,171.66.237.0/24,10
1,171.66.238.0/24,10
1,171.66.240.0/24,12
1,171.66.242.0/23,12
1,171.66.246.0/23,12
1,171.66.248.0/24,12
1,171.66.249.0/24,12
1,171.66.250.64/26,10
1,171.66.250.128/26,11
1,171.66.251.0/26,15
1,171.66.251.128/26,12
1,171.66.251.192/26,13
1,171.66.252.0/23,10
1,171.66.254.192/26,12
1,171.66.255.64/27,12
1,171.66.255.96/27,12
1,171.66.255.128/26,2
1,171.67.0.240/28,12
1,171.67.3.0/24,12
1,171.67.4.0/27,12
1,171.67.4.32/27,12
1,171.67.4.64/28,12
1,171.67.4.80/28,12
1,171.67.4.128/27,12
1,171.67.4.160/27,12
1,171.67.5.32/27,12
1,171.67.5.64/28,12
1,171.67.5.80/28,12
1,171.67.5.96/28,12
1,171.67.5.112/28,12
1,171.67.5.128/28,12
1,171.67.5.144/28,12
1,171.67.5.160/28,12
1,171.67.5.176/28,12
1,171.67.5.192/28,12
1,171.67.5.216/29,12
1,171.67.5.224/29,12
1,171.67.6.128/26,12
1,171.67.6.192/26,12
1,171.67.7.96/27,12
1,171.67.7.160/28,12
1,171.67.7.192/27,12
1,171.67.7.232/29,12
1,171.67.7.240/29,12
1,171.67.8.0/24,12
1,171.67.9.192/28,12
1,171.67.9.208/28,12
1,171.67.9.224/28,12
1,171.67.10.0/27,12
1,171.67.10.96/27,12
1,171.67.10.128/27,12
1,171.67.10.144/28,12
1,171.67.10.160/27,12
1,171.67.10.192/27,12
1,171.67.10.224/27,12
1,171.67.11.16/29,12
1,171.67.11.24/29,12
1,171.67.11.32/29,12
1,171.67.11.64/26,12
1,171.67.11.224/28,2
1,171.67.12.0/24,12
1,171.67.14.0/23,12
1,171.67.16.0/23,12
1,171.67.18.0/24,12
1,171.67.20.0/24,12
1,171.67.22.0/24,12
1,171.67.24.0/23,12
1,171.67.32.16/28,12
1,171.67.32.32/28,12
1,171.67.32.64/29,12
1,171.67.32.72/29,12
1,171.67.32.80/29,12
1,171.67.32.128/29,12
1,171.67.32.136/29,12
1,171.67.32.144/29,12
1,171.67.32.152/29,12
1,171.67.32.160/29,12
1,171.67.32.168/29,12
1,171.67.32.192/27,12
1,171.67.32.224/27,12
1,171.67.33.0/27,12
1,171.67.33.32/27,12
1,171.67.33.64/27,12
1,171.67.33.192/26,12
1,171.67.34.0/23,12
1,171.67.36.0/22,12
1,171.67.37.128/25,12
1,171.67.40.0/22,12
1,171.67.44.0/22,12
1,171.67.64.0/24,15
1,171.67.65.0/24,15
1,171.67.66.0/24,15
1,171.67.67.0/24,15
1,171.67.68.0/24,15
1,171.67.69.0/24,15
1,171.67.70.0/24,15
1,171.67.71.0/24,15
1,171.67.72.0/23,15
1,171.67.74.0/23,15
1,171.67.76.0/23,15
1,171.67.78.0/23,15
1,171.67.80.0/22,11
1,171.67.84.0/23,11
1,171.67.86.0/24,11
1,171.67.87.0/24,11
1,171.67.88.0/24,11
1,171.67.100.0/22,11
1,171.67.104.0/23,11
1,171.67.106.0/27,11
1,171.67.108.0/24,11
1,171.67.112.0/20,12
1,171.67.128.0/22,12
1,171.67.132.0/22,12
1,171.67.136.0/23,12
1,171.67.138.0/24,12
1,171.67.139.0/24,12
1,171.67.140.0/23,12
1,171.67.142.0/24,12
1,171.67.143.0/25,12
1,171.67.143.128/25,12
1,171.67.144.0/23,10
1,171.67.146.0/23,13
1,171.67.148.0/22,10
1,171.67.193.0/24,12
1,171.67.194.0/26,12
1,171.67.194.64/26,12
1,171.67.195.128/26,12
1,171.67.195.192/27,12
1,171.67.195.224/27,12
1,171.67.197.0/26,10
1,171.67.197.128/28,10
1,171.67.197.144/28,10
1,171.67.197.160/29,10
1,171.67.197.176/28,10
1,171.67.197.192/27,10
1,171.67.197.224/27,10
1,171.67.199.0/24,10
1,171.67.200.0/26,13
1,171.67.200.64/26,13
1,171.67.200.128/25,13
1,171.67.202.0/24,13
1,171.67.203.0/24,13
1,171.67.204.0/24,11
1,171.67.208.0/24,12
1,171.67.209.0/24,12
1,171.67.211.0/24,12
1,171.67.212.0/25,12
1,171.67.213.0/24,12
1,171.67.214.0/27,12
1,171.67.214.32/29,12
1,171.67.214.40/29,12
1,171.67.214.48/29,12
1,171.67.214.56/29,12
1,171.67.214.64/27,12
1,171.67.214.128/27,12
1,171.67.214.160/27,12
1,171.67.215.0/27,12
1,171.67.215.32/27,12
1,171.67.215.64/27,12
1,171.67.215.144/28,12
1,171.67.215.160/27,12
1,171.67.215.192/26,12
1,171.67.216.0/27,12
1,171.67.216.32/28,12
1,171.67.216.48/29,12
1,171.67.216.56/29,12
1,171.67.216.64/26,12
1,171.67.216.128/28,12
1,171.67.216.144/29,12
1,171.67.216.152/29,12
1,171.67.216.160/27,12
1,171.67.216.192/27,12
1,171.67.216.224/29,12
1,171.67.216.232/29,12
1,171.67.216.240/28,12
1,171.67.217.0/28,12
1,171.67.217.16/28,12
1,171.67.217.32/28,12
1,171.67.217.48/28,12
1,171.67.217.64/28,12
1,171.67.217.80/28,12
1,171.67.217.96/29,12
1,171.67.217.112/28,12
1,171.67.217.128/25,12
1,171.67.218.0/28,12
1,171.67.218.16/28,12
1,171.67.218.32/28,12
1,171.67.218.48/29,12
1,171.67.218.56/29,12
1,171.67.218.64/26,12
1,171.67.218.128/27,12
1,171.67.218.160/28,12
1,171.67.218.176/28,12
1,171.67.218.192/27,12
1,171.67.218.224/27,12
1,171.67.219.0/28,12
1,171.67.219.32/27,12
1,171.67.219.64/27,12
1,171.67.219.96/28,12
1,171.67.219.112/28,12
1,171.67.219.128/26,12
1,171.67.219.192/27,12
1,171.67.219.224/28,12
1,171.67.219.240/28,12
1,171.67.220.0/25,10
1,171.67.220.128/26,10
1,171.67.221.0/27,10
1,171.67.221.32/28,10
1,171.67.221.64/26,10
1,171.67.221.128/26,10
1,171.67.222.0/26,10
1,171.67.222.64/27,13
1,171.67.222.128/27,13
1,171.67.222.192/27,13
1,171.67.222.224/27,13
1,171.67.223.0/27,13
1,171.67.223.32/27,13
1,171.67.223.64/26,13
1,171.67.223.128/26,13
1,171.67.223.192/26,13
1,171.67.224.0/28,12
1,171.67.224.16/30,12
1,171.67.224.32/27,12
1,171.67.224.64/26,12
1,171.67.224.128/25,12
1,171.67.225.0/26,12
1,171.67.225.64/26,12
1,171.67.225.128/26,12
1,171.67.225.192/26,12
1,171.67.226.0/26,10
1,171.67.226.64/28,10
1,171.67.226.80/28,10
1,171.67.226.96/27,10
1,171.67.226.128/28,10
1,171.67.226.144/28,10
1,171.67.226.160/27,10
1,171.67.226.192/28,10
1,171.67.227.0/25,10
1,171.67.227.128/25,10
1,171.67.228.0/25,13
1,171.67.228.128/26,13
1,171.67.228.192/26,13
1,171.67.229.0/26,13
1,171.67.229.64/27,13
1,171.67.229.96/28,13
1,171.67.229.112/28,13
1,171.67.229.128/27,13
1,171.67.229.192/27,13
1,171.67.229.224/27,13
1,171.67.230.0/26,11
1,171.67.230.64/26,11
1,171.67.230.128/26,11
1,171.67.230.192/28,11
1,171.67.230.224/27,11
1,171.67.231.0/26,11
1,171.67.231.64/26,11
1,171.67.231.128/25,15
1,171.67.232.0/25,10
1,171.67.232.192/26,10
1,171.67.234.0/24,15
1,171.67.234.0/25,15
1,171.67.234.128/26,15
1,171.67.255.107/32,2
1,172.16.64.0/18,11
1,172.16.128.0/18,11
1,172.19.0.0/19,13
1,172.19.32.0/21,13
1,172.19.40.0/21,14
1,172.19.60.0/22,13
1,172.19.64.0/19,14
1,172.19.78.0/23,13
1,172.19.96.0/22,14
1,172.19.118.0/24,13
1,172.19.124.0/24,13
1,172.19.125.0/24,13
1,172.19.128.0/20,13
1,172.19.140.0/23,13
1,172.19.142.0/23,13
1,172.19.144.0/23,13
1,172.19.146.0/23,13
1,172.19.150.0/23,13
1,172.19.152.0/23,13
1,172.19.154.0/23,14
1,172.19.156.0/23,14
1,172.19.158.0/23,14
1,172.19.160.0/23,14
1,172.19.162.0/23,14
1,172.19.248.0/25,13
1,172.19.248.128/25,14
1,172.19.254.0/24,14
1,172.20.0.2/32,14
1,172.20.0.3/32,13
1,172.20.0.4/32,11
1,172.20.0.5/32,12
1,172.20.0.8/32,15
1,172.20.0.9/32,11
1,172.20.0.10/32,10
1,172.20.0.11/32,13
1,172.20.0.12/32,12
1,172.20.0.13/32,11
1,172.20.0.14/32,13
1,172.20.0.15/32,10
1,172.20.0.16/32,13
1,172.20.0.17/32,14
1,172.20.0.18/32,12
1,172.20.0.19/32,10
1,172.20.0.26/32,13
1,172.20.0.28/32,14
1,172.20.0.33/32,14
1,172.20.0.34/32,13
1,172.20.0.35/32,14
1,172.20.0.65/32,11
1,172.20.0.66/32,12
1,172.20.0.67/32,11
1,172.20.0.75/32,2
1,172.20.0.129/32,15
1,172.20.0.130/32,11
1,172.20.0.131/32,15
1,172.20.0.161/32,10
1,172.20.0.162/32,13
1,172.20.0.163/32,10
1,172.20.0.171/32,2
1,172.20.0.193/32,12
1,172.20.0.194/32,11
1,172.20.0.195/32,12
1,172.20.0.196/32,12
1,172.20.0.203/32,2
1,172.20.0.225/32,13
1,172.20.0.226/32,10
1,172.20.0.227/32,13
1,172.20.0.235/32,2
1,172.20.1.1/32,13
1,172.20.1.2/32,14
1,172.20.1.3/32,13
1,172.20.1.33/32,12
1,172.20.1.34/32,10
1,172.20.1.35/32,12
1,172.20.1.38/32,12
1,172.20.1.60/32,12
1,172.20.1.235/32,2
1,172.20.2.0/24,13|14
1,172.20.2.0/32,13|14
1,172.20.2.1/32,13|14
1,172.20.2.12/32,13|14
1,172.20.2.13/32,13|14
1,172.20.2.14/32,13|14
1,172.20.2.17/32,13|14
1,172.20.2.18/32,13|14
1,172.20.2.27/32,13|14
1,172.20.2.129/32,13|14
1,172.20.2.130/32,13|14
1,172.20.2.139/32,13|14
1,172.20.2.255/32,13|14
1,172.20.3.0/24,2
1,172.20.4.0/23,11|12|13|15|14|10
1,172.20.4.0/32,11|12|13|15|14|10
1,172.20.4.1/32,11|12|13|15|14|10
1,172.20.4.2/32,11|12|13|15|14|10
1,172.20.4.3/32,11|12|13|15|14|10
1,172.20.4.11/32,11|12|13|15|14|10
1,172.20.4.12/32,11|12|13|15|14|10
1,172.20.4.23/32,11|12|13|15|14|10
1,172.20.4.24/32,11|12|13|15|14|10
1,172.20.4.26/32,11|12|13|15|14|10
1,172.20.4.27/32,11|12|13|15|14|10
1,172.20.4.28/32,11|12|13|15|14|10
1,172.20.4.29/32,11|12|13|15|14|10
1,172.20.4.30/32,11|12|13|15|14|10
1,172.20.4.65/32,11|12|13|15|14|10
1,172.20.4.66/32,11|12|13|15|14|10
1,172.20.4.97/32,11|12|13|15|14|10
1,172.20.4.98/32,11|12|13|15|14|10
1,172.20.4.129/32,11|12|13|15|14|10
1,172.20.4.130/32,11|12|13|15|14|10
1,172.20.4.161/32,11|12|13|15|14|10
1,172.20.4.162/32,11|12|13|15|14|10
1,172.20.4.193/32,11|12|13|15|14|10
1,172.20.4.194/32,11|12|13|15|14|10
1,172.20.4.225/32,11|12|13|15|14|10
1,172.20.4.226/32,11|12|13|15|14|10
1,172.20.5.33/32,11|12|13|15|14|10
1,172.20.5.34/32,11|12|13|15|14|10
1,172.20.5.225/32,11|12|13|15|14|10
1,172.20.5.226/32,11|12|13|15|14|10
1,172.20.5.229/32,11|12|13|15|14|10
1,172.20.5.255/32,11|12|13|15|14|10
1,172.20.6.0/23,2
1,172.20.8.0/24,13|14
1,172.20.8.0/32,13|14
1,172.20.8.1/32,13|14
1,172.20.8.12/32,13|14
1,172.20.8.13/32,13|14
1,172.20.8.14/32,13|14
1,172.20.8.255/32,13|14
1,172.20.10.0/27,2
1,172.20.10.0/32,2
1,172.20.10.2/32,2
1,172.20.10.3/32,2
1,172.20.10.6/32,2
1,172.20.10.31/32,2
1,172.20.10.32/27,14
1,172.20.10.64/27,11
1,172.20.10.128/27,15
1,172.20.10.160/27,10
1,172.20.10.192/27,12
1,172.20.10.224/27,13
1,172.20.11.0/27,13
1,172.20.11.32/27,12
1,172.20.87.0/28,13
1,172.20.156.0/22,10
1,172.20.186.0/25,10
1,172.20.187.128/25,10
1,172.20.192.0/21,12
1,172.20.198.64/26,12
1,172.20.200.0/21,12
1,172.20.204.0/25,12
1,172.20.204.128/25,12
1,172.20.208.0/28,12
1,172.20.208.16/28,12
1,172.20.208.32/28,12
1,172.20.208.96/27,12
1,172.20.215.80/28,12
1,172.20.215.96/28,12
1,172.20.215.112/28,12
1,172.20.215.128/28,12
1,172.20.215.144/28,12
1,172.20.215.160/28,12
1,172.20.215.176/28,12
1,172.20.215.192/27,12
1,172.20.215.224/28,12
1,172.24.2.0/26,11
1,172.24.2.128/27,11
1,172.24.7.0/27,12
1,172.24.7.64/27,12
1,172.24.7.96/27,12
1,172.24.7.128/26,12
1,172.24.8.0/24,12
1,172.24.10.0/23,12
1,172.24.12.0/25,12
1,172.24.14.0/24,12
1,172.24.16.0/25,12
1,172.24.16.128/25,12
1,172.24.17.0/27,12
1,172.24.17.64/27,12
1,172.24.17.240/28,12
1,172.24.18.0/24,12
1,172.24.22.0/24,12
1,172.24.24.0/24,12
1,172.24.25.0/24,12
1,172.24.26.0/24,12
1,172.24.27.0/24,12
1,172.24.28.0/24,10
1,172.24.29.0/24,10
1,172.24.30.0/24,10
1,172.24.31.0/25,10
1,172.24.32.0/24,13
1,172.24.33.0/24,13
1,172.24.34.0/24,13
1,172.24.35.0/24,13
1,172.24.36.0/24,13
1,172.24.38.0/24,13
1,172.24.39.0/24,13
1,172.24.40.0/24,13
1,172.24.42.0/24,13
1,172.24.43.0/24,13
1,172.24.44.0/24,13
1,172.24.45.0/24,13
1,172.24.47.0/25,13
1,172.24.48.0/24,11
1,172.24.49.0/24,11
1,172.24.50.0/24,11
1,172.24.51.0/24,11
1,172.24.52.0/24,11
1,172.24.54.0/24,11
1,172.24.56.0/24,11
1,172.24.60.0/24,11
1,172.24.64.0/24,15
1,172.24.65.0/24,15
1,172.24.66.0/24,15
1,172.24.67.0/24,15
1,172.24.68.0/23,15
1,172.24.70.0/24,15
1,172.24.71.0/24,15
1,172.24.72.0/23,15
1,172.24.74.0/24,15
1,172.24.75.0/24,15
1,172.24.76.0/24,15
1,172.24.77.0/24,15
1,172.24.78.0/24,15
1,172.24.79.0/24,15
1,172.24.84.0/24,11
1,172.24.88.0/24,15
1,172.24.89.0/24,15
1,172.24.90.0/23,15
1,172.24.92.0/24,15
1,172.24.94.0/24,15
1,172.24.95.0/24,15
1,172.24.96.0/24,15
1,172.24.98.0/24,15
1,172.24.99.0/24,15
1,172.24.100.0/23,15
1,172.24.102.0/24,11
1,172.24.103.0/24,11
1,172.24.104.0/24,11
1,172.24.108.0/24,11
1,172.24.110.0/24,11
1,172.24.112.0/24,11
1,172.24.115.0/24,11
1,172.24.116.0/24,11
1,172.24.118.0/24,11
1,172.24.119.0/24,11
1,172.24.120.0/24,11
1,172.24.122.0/24,11
1,172.24.124.0/24,11
1,172.24.126.0/24,11
1,172.24.144.0/24,10
1,172.24.145.0/24,10
1,172.24.146.0/24,10
1,172.24.147.0/25,10
1,172.24.147.128/26,10
1,172.24.147.192/26,10
1,172.24.150.0/24,10
1,172.24.151.0/24,10
1,172.24.152.0/24,10
1,172.24.154.0/23,10
1,172.24.156.0/24,10
1,172.24.157.0/25,10
1,172.24.157.128/25,10
1,172.24.158.0/24,10
1,172.24.160.0/24,11
1,172.24.162.0/24,11
1,172.24.164.0/24,11
1,172.24.166.0/24,11
1,172.24.167.0/24,11
1,172.24.168.0/24,13
1,172.24.176.0/24,13
1,172.24.180.0/24,13
1,172.24.181.0/25,13
1,172.24.181.128/25,13
1,172.24.182.0/24,13
1,172.24.183.0/24,13
1,172.24.184.0/24,13
1,172.24.192.0/24,13
1,172.24.194.0/24,13
1,172.24.196.0/24,13
1,172.24.197.0/24,13
1,172.24.198.0/24,13
1,172.24.200.0/24,13
1,172.24.202.0/24,13
1,172.24.204.0/24,13
1,172.24.205.0/24,13
1,172.24.206.0/24,13
1,172.24.207.0/25,13
1,172.24.207.128/26,13
1,172.24.208.0/23,13
1,172.24.216.0/24,10
1,172.24.217.0/24,10
1,172.24.218.0/24,10
1,172.24.219.0/25,10
1,172.24.219.128/25,10
1,172.24.220.0/24,10
1,172.24.221.0/24,10
1,172.24.223.0/24,10
1,172.24.226.0/24,10
1,172.24.228.0/24,10
1,172.24.230.0/24,10
1,172.24.232.0/24,10
1,172.24.234.0/24,10
1,172.24.238.0/24,10
1,172.24.240.0/24,10
1,172.24.244.0/24,10
1,172.24.245.0/24,10
1,172.24.246.0/23,10
1,172.24.248.0/24,12
1,172.24.250.0/25,12
1,172.24.250.224/27,12
1,172.24.251.0/24,12
1,172.24.253.0/24,10
1,172.24.254.0/24,12
1,172.26.1.192/28,12
1,172.26.4.32/27,14
1,172.26.4.64/27,11
1,172.26.4.128/29,15
1,172.26.4.152/29,15
1,172.26.4.160/27,10
1,172.26.4.160/29,10
1,172.26.4.192/27,12
1,172.26.4.224/27,13
1,172.26.5.0/27,13
1,172.26.5.32/28,12
1,172.26.7.0/24,12
1,172.26.66.64/28,12
